"country"	"core_capacity"	"requirement"	"action"	"year_number"	"year_calendar"	"cost"	"currency"	"notes"
"Afghanistan"	"P.6 Biosafety and Biosecurity"	"P.6.2.2"	"Train labarotory safety staff on biosafety and biosecurity guidline"	"2"	"2020"	"221,725.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (1,059,018 from lines vs 1,059,019 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.6 Biosafety and Biosecurity"	"P.6.2.3"	"Upgrading regional reference Lab biosafety and biosecurity (6 RRL)"	"3"	"2021"	"500,000.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (1,059,018 from lines vs 1,059,019 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.1.1"	"Implement reaching every community/child strategy (REC) using community health workers"	"2"	"2020"	"250,000.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.1.1"	"Implement reaching every community/child strategy (REC) using community health workers"	"3"	"2021"	"250,000.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.1.1"	"Implement reaching every community/child strategy (REC) using community health workers"	"4"	"2022"	"250,000.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.1.1"	"Implement reaching every community/child strategy (REC) using community health workers"	"5"	"2023"	"250,000.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.1.2"	"Include private health facilities in delivering routine immunization services"	"1"	"2019"	"200,000.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.1.3"	"Establish committee for determining the denominator of vaccine coverage"	"N/A"	"N/A"	"N/A"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.1"	"Train 400 new vaccinators mainly female to meet the need of routine immunization delivery in rural areas"	"1"	"2019"	"132,600.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.1"	"Train 400 new vaccinators mainly female to meet the need of routine immunization delivery in rural areas"	"2"	"2020"	"132,600.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.1"	"Train 400 new vaccinators mainly female to meet the need of routine immunization delivery in rural areas"	"3"	"2021"	"132,600.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.1"	"Train 400 new vaccinators mainly female to meet the need of routine immunization delivery in rural areas"	"4"	"2022"	"132,600.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.1"	"Train 400 new vaccinators mainly female to meet the need of routine immunization delivery in rural areas"	"5"	"2023"	"132,600.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.2"	"Upgrade 300 health sub centers (HSCs) to BHC with inclusion of routine immunization services"	"1"	"2019"	"645,986.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.2"	"Upgrade 300 health sub centers (HSCs) to BHC with inclusion of routine immunization services"	"2"	"2020"	"645,986.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.2"	"Upgrade 300 health sub centers (HSCs) to BHC with inclusion of routine immunization services"	"3"	"2021"	"645,986.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.2"	"Upgrade 300 health sub centers (HSCs) to BHC with inclusion of routine immunization services"	"4"	"2022"	"645,986.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.2"	"Upgrade 300 health sub centers (HSCs) to BHC with inclusion of routine immunization services"	"5"	"2023"	"645,986.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.3"	"Urban immunization (in 9 province)"	"1"	"2019"	"542,224.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"P.7 Immunization"	"P.7.2.4"	"Activation of mobile health teams for white areas (22 province)"	"1"	"2019"	"3,140,020.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (8,775,174 from lines vs 8,775,173 in document). Difference of $1 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.1.1"	"Develop SoP on timely reporting of laboratory diagnostic results to hospitals, surveillance department and other relevant parties"	"2"	"2020"	"5,828.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.1.2"	"Conduct workshop for the endorsement of national laboratory policy and strategy"	"1"	"2019"	"6,631.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.1.3"	"Taskforce meetings for developing annual operation plan for the national laboratory strategy"	"1"	"2019"	"16,031.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.1.4"	"Develop annual operational plan of laboratory based on NLS"	"1"	"2019"	"465.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.1.4"	"Develop annual operational plan of laboratory based on NLS"	"2"	"2020"	"465.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.1.4"	"Develop annual operational plan of laboratory based on NLS"	"3"	"2021"	"465.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.1.4"	"Develop annual operational plan of laboratory based on NLS"	"4"	"2022"	"465.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.1.4"	"Develop annual operational plan of laboratory based on NLS"	"5"	"2023"	"465.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.1.5"	"Conduct training need assessment of laboratory staff"	"1"	"2019"	"17,484.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.2.1"	"Develop SoP for specimen collection, packaging and transportation"	"1"	"2019"	"17,484.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.2.2"	"Endorsement workshop of the SoP for specimen collection, packaging and transportation"	"1"	"2019"	"3,206.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.2.3"	"Conduct training of Surveillance officers and lab staff on specimen collection and shipment SoP"	"2"	"2020"	"11,981.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.2.4"	"Monitoring visits to see the implementation of specimen collection and shipment SoP"	"2"	"2020"	"12,500.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.2.4"	"Monitoring visits to see the implementation of specimen collection and shipment SoP"	"3"	"2021"	"12,500.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
"Afghanistan"	"D.1 National Laboratory System"	"D.8.2.4"	"Monitoring visits to see the implementation of specimen collection and shipment SoP"	"4"	"2022"	"12,500.00"	"USD (2019)"	"Line-item costs for this core capacity don't align with summary in document (450,317 from lines vs 450,319 in document). Difference of $2 or <0.01% of observed line item cost."
