"country"	"core_capacity"	"requirement"	"action"	"year_number"	"year_calendar"	"cost"	"currency"	"notes"
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Print translated messages (10,000 * 3 pages each)"	"3"	"2020"	"7,500"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Print translated messages (10,000 * 3 pages each)"	"5"	"2022"	"7,500"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Procure CD (100 pieces) and recorder (15 pieces) for the mass production and development of audio messages"	"2"	"2019"	"1,200"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Air messages on 15 local and 5 national radio station (weekly (30 minutes * 5 years)"	"1"	"2018"	"36,000"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Air messages on 15 local and 5 national radio station (weekly (30 minutes * 5 years)"	"2"	"2019"	"36,000"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Air messages on 15 local and 5 national radio station (weekly (30 minutes * 5 years)"	"3"	"2020"	"36,000"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Air messages on 15 local and 5 national radio station (weekly (30 minutes * 5 years)"	"4"	"2021"	"36,000"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Air messages on 15 local and 5 national radio station (weekly (30 minutes * 5 years)"	"5"	"2022"	"36,000"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Meeting to map epidemic prone communities(covered under community outreach)"	"1"	"2018"	"0"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Conduct outreach programs with community leaders and volunteers to each epidemic prone community at least once bi-annually in each county (1,125 peopleX45 daysX2 times a year x 5 years)."	"1"	"2018"	"0"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Conduct outreach programs with community leaders and volunteers to each epidemic prone community at least once bi-annually in each county (1,125 peopleX45 daysX2 times a year x 5 years)."	"2"	"2019"	"0"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Conduct outreach programs with community leaders and volunteers to each epidemic prone community at least once bi-annually in each county (1,125 peopleX45 daysX2 times a year x 5 years)."	"3"	"2020"	"0"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Conduct outreach programs with community leaders and volunteers to each epidemic prone community at least once bi-annually in each county (1,125 peopleX45 daysX2 times a year x 5 years)."	"4"	"2021"	"0"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish community outreach programs and regularly conduct IEC material testing with members of target audience"	"Conduct outreach programs with community leaders and volunteers to each epidemic prone community at least once bi-annually in each county (1,125 peopleX45 daysX2 times a year x 5 years)."	"5"	"2022"	"0"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"Organize a meeting to develop guidelines on rumour collection and reporting (45Pax*3 days)"	"1"	"2018"	"8,625"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"Organize a meeting to develop guidelines on rumour collection and reporting (45Pax*3 days)"	"2"	"2019"	"8,625"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"Organize a meeting to develop guidelines on rumour collection and reporting (45Pax*3 days)"	"3"	"2020"	"8,625"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"Organize a meeting to develop guidelines on rumour collection and reporting (45Pax*3 days)"	"4"	"2021"	"8,625"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"Organize a meeting to develop guidelines on rumour collection and reporting (45Pax*3 days)"	"5"	"2022"	"8,625"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"Organize a meeting to validate guidelines on rumour collection and reporting (45Pax*1day)"	"2"	"2019"	"3,175"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"Radio health talk"	"1"	"2018"	"7,500"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"Radio health talk"	"2"	"2019"	"7,500"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"Radio health talk"	"3"	"2020"	"7,500"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"Radio health talk"	"4"	"2021"	"7,500"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"Radio health talk"	"5"	"2022"	"7,500"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"TV briefing sessions on health"	"1"	"2018"	"5,000"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"TV briefing sessions on health"	"2"	"2019"	"5,000"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"TV briefing sessions on health"	"3"	"2020"	"5,000"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"TV briefing sessions on health"	"4"	"2021"	"5,000"	"USD (2018)"	NA
"Liberia"	"R.5 Risk Communication and Community Engagement"	"Establish a rumour tracking, reporting and management system"	"TV briefing sessions on health"	"5"	"2022"	"5,000"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Conduct stakeholder meeting to develop a strategy for developing guidelines and a plan for medical counter measures during public health emergency (30Pax*1day)"	"2"	"2019"	"4,300"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Conduct stakeholder meeting to develop a strategy for developing guidelines and a plan for medical counter measures during public health emergency (30Pax*1day)"	"3"	"2020"	"4,300"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Conduct stakeholder meeting to develop a strategy for developing guidelines and a plan for medical counter measures during public health emergency (30Pax*1day)"	"5"	"2022"	"4,300"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Conduct Workshop of stakeholders to develop guidelines and plan for medical countermeasures (50 Pax*5 days*3meetings"	"2"	"2019"	"24,500"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Conduct Workshop of stakeholders to develop guidelines and plan for medical countermeasures (50 Pax*5 days*3meetings"	"3"	"2020"	"24,500"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Conduct Workshop of stakeholders to develop guidelines and plan for medical countermeasures (50 Pax*5 days*3meetings"	"5"	"2022"	"24,500"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Hire 1 international technical assistance for 1 month to review and support development of guidelines and plan on medical countermeasures"	"2"	"2019"	"14,500"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Conduct a validation meeting to review and revise guidelines and plan (60 Pax*2days)"	"2"	"2019"	"13,100"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Print 800 copies * 50 pages of MCM guidelines and plan"	"1"	"2018"	"10,000"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Print 800 copies * 50 pages of MCM guidelines and plan"	"4"	"2021"	"10,000"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Organize orientation of 200 stakeholders on the endorsement and dissemination of guidelines and plan (40 Pax*1 day*5 meetings)"	"3"	"2020"	"24,750"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a plan and guidelines for medical counter measures during public health emergencies"	"Conduct simulation exercise on the plan (80Pax*2days*4 times)"	"3"	"2020"	"10,400"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with suppliers for procurement of Medical countermeasures during emergencies"	"Meet to develop an inventory of supplies needed of medical countermeasures (45Pax*2days)"	"2"	"2019"	"8,600"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with suppliers for procurement of Medical countermeasures during emergencies"	"Hire 1 TA for local development of MOU for 5 days"	"2"	"2019"	"900"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with suppliers for procurement of Medical countermeasures during emergencies"	"Meeting with potential suppliers to explore opportunity for supply agreements (60Pax*2days*2 meetings)"	"2"	"2019"	"15,400"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with suppliers for procurement of Medical countermeasures during emergencies"	"Organize workshop with legal aides to draft MOUs with suppliers on medical countermeasures (60Pax*4days)"	"2"	"2019"	"14,800"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing medical countermeasures during public health emergencies"	"Advocate with Ministry of foreign affairs, Attorney General's office and MRU on need for MOUs on MCMs with neighbouring countries(10 person X 1day meeting)"	"2"	"2019"	"900"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing medical countermeasures during public health emergencies"	"Develop and share Diplomatic communique on need for MOUs on MCMs"	"2"	"2019"	"0"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing medical countermeasures during public health emergencies"	"Meeting with officials from Guinea, Cote De Voire and Sierra Leone to develop MOUs for MCMs (45Pax*6 days*2 meetings)"	"2"	"2019"	"33,600"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing medical countermeasures during public health emergencies"	"Review of MOUs with help of legal office"	"2"	"2019"	"1,800"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing medical countermeasures during public health emergencies"	"Organize Regional meeting to validate MOU (60Pax*4 days) bringing subnational members e.g. CHOs, County Pharmacists"	"2"	"2019"	"26,500"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing medical countermeasures during public health emergencies"	"Printing of 20 copies * 6 pages of MOUs for medical countermeasures"	"2"	"2019"	"30"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing medical countermeasures during public health emergencies"	"Sensitize stakeholders on the MOUs for sharing MCMs (40 Pax*2days*5 sessions)"	"2"	"2019"	"53,500"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a national plan for sending and receiving health personnel during public health emergencies"	"Organize stakeholders meeting to develop strategy for HR plan development (30Pax*1day)"	"1"	"2018"	"4,300"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a national plan for sending and receiving health personnel during public health emergencies"	"Organize stakeholders meeting to develop strategy for HR plan development (30Pax*1day)"	"2"	"2019"	"4,300"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a national plan for sending and receiving health personnel during public health emergencies"	"Organize stakeholders meeting to develop strategy for HR plan development (30Pax*1day)"	"4"	"2021"	"4,300"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a national plan for sending and receiving health personnel during public health emergencies"	"Develop a national plan for sending and receiving health personnel during a PHE (30 Pax*3days)"	"1"	"2018"	"9,300"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a national plan for sending and receiving health personnel during public health emergencies"	"Hire one international technical assistance (15 days) to support development of plan for sending and receiving personnel during emergencies"	"1"	"2018"	"11,250"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a national plan for sending and receiving health personnel during public health emergencies"	"Validate the plan (60 Pax*2days)"	"1"	"2018"	"14,450"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a national plan for sending and receiving health personnel during public health emergencies"	"Print 500 copies * 50 pages of the plan"	"1"	"2018"	"6,250"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a national plan for sending and receiving health personnel during public health emergencies"	"Print 500 copies * 50 pages of the plan"	"3"	"2020"	"6,250"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a national plan for sending and receiving health personnel during public health emergencies"	"Orientate stakeholders on the plan (40Pax*1 day*5 meetings)"	"1"	"2018"	"30,000"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a national plan for sending and receiving health personnel during public health emergencies"	"Conduct simulation exercise on the plan (80Pax*2days*2 times)"	"2"	"2019"	"16,850"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop a national plan for sending and receiving health personnel during public health emergencies"	"Conduct simulation exercise on the plan (80Pax*2days*2 times)"	"4"	"2021"	"16,850"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Establish pool of technical personnel for supporting public health emergencies in-country and in other countries"	"Conduct a meeting of stakeholders to develop roster pool of technical personnel (30Pax*2days)"	"1"	"2018"	"4,100"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Establish pool of technical personnel for supporting public health emergencies in-country and in other countries"	"Conduct a meeting of stakeholders to develop roster pool of technical personnel (30Pax*2days)"	"2"	"2019"	"4,100"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Establish pool of technical personnel for supporting public health emergencies in-country and in other countries"	"Develop training material for response to public health emergencies (30Pax*5 days)"	"1"	"2018"	"9,800"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Establish pool of technical personnel for supporting public health emergencies in-country and in other countries"	"Develop training material for response to public health emergencies (30Pax*5 days)"	"2"	"2019"	"9,800"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Establish pool of technical personnel for supporting public health emergencies in-country and in other countries"	"Train technical personnel who are in the pool of EPR (30Pax*4days*3 trainings)"	"1"	"2018"	"11,800"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Establish pool of technical personnel for supporting public health emergencies in-country and in other countries"	"Train technical personnel who are in the pool of EPR (30Pax*4days*3 trainings)"	"3"	"2020"	"11,800"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Establish pool of technical personnel for supporting public health emergencies in-country and in other countries"	"Train technical personnel who are in the pool of EPR (30Pax*4days*3 trainings)"	"5"	"2022"	"11,800"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Advocate with Ministry of foreign affairs, Attorney General's office and MRU on need for MOUs on personnel exchange during emergencies (Advocacy meeting) 10 persons X 1meeting)"	"1"	"2018"	"900"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Advocate with Ministry of foreign affairs, Attorney General's office and MRU on need for MOUs on personnel exchange during emergencies (Advocacy meeting) 10 persons X 1meeting)"	"2"	"2019"	"900"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Organize meeting with officials from Guinea, Cote De Voire and Sierra Leone to develop MOUs for personnel sharing (45Pax*6 days*2 meetings)"	"1"	"2018"	"16,800"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Review MOUs with support of Legal office (no cost)"	"1"	"2018"	"1,800"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Organize Regional meeting to validate MOU (60Pax*4 days)"	"1"	"2018"	"24,550"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Organize Regional meeting to validate MOU (60Pax*4 days)"	"2"	"2019"	"24,550"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Print 20 copies * 10 pages of MOUs for sharing of personnel"	"1"	"2018"	"50"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Print 20 copies * 10 pages of MOUs for sharing of personnel"	"2"	"2019"	"50"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Sensitize stakeholders on the MOUs for sharing personnel (40 Pax*2days*5 sessions)"	"1"	"2018"	"26,500"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Sensitize stakeholders on the MOUs for sharing personnel (40 Pax*2days*5 sessions)"	"2"	"2019"	"26,500"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Conduct simulation exercises for sharing personnel (80Pax*3 days*4)"	"1"	"2018"	"23,000"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Conduct simulation exercises for sharing personnel (80Pax*3 days*4)"	"3"	"2020"	"23,000"	"USD (2018)"	NA
"Liberia"	"R.4 Infection Prevention and Control"	"Develop MOUs with neighbouring countries for sharing health personnel during public health emergencies"	"Conduct simulation exercises for sharing personnel (80Pax*3 days*4)"	"5"	"2022"	"23,000"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthening the military and other security agencies' in healthcare response capacities"	"Organize meeting to develop and/or update EPR training manuals for security agencies (20pax*5days*3years)"	"1"	"2018"	"43,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthening the military and other security agencies' in healthcare response capacities"	"Organize meeting to develop and/or update EPR training manuals for security agencies (20pax*5days*3years)"	"2"	"2019"	"43,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthening the military and other security agencies' in healthcare response capacities"	"Organize meeting to develop and/or update EPR training manuals for security agencies (20pax*5days*3years)"	"3"	"2020"	"43,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthening the military and other security agencies' in healthcare response capacities"	"Conduct TOT of 25 personnel from security agencies (25pax*5days*1)"	"1"	"2018"	"15,125"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthening the military and other security agencies' in healthcare response capacities"	"Train security personnel in IHR and IDSR (1500pax*7days*4year)"	"1"	"2018"	"3,517,000"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthening the military and other security agencies' in healthcare response capacities"	"Conduct after-Action reporting of experiences during national disasters once annually (30Pax*4days*5years)"	"1"	"2018"	"78,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthening the military and other security agencies' in healthcare response capacities"	"Train and strengthen the capacity of at least 20 laboratory personnel on specific roles during emergency responses (training for 20 people x 2 x 1)"	"1"	"2018"	"2,900"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthening the military and other security agencies' in healthcare response capacities"	"Monitor and provide supportive supervision at security health post on best practices in IPC and disease surveillance and reporting. Quarterly visits x 5 days per year in 5 regions)"	"1"	"2018"	"11,875"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct training in fire response activities(50px*2*1year)"	"1"	"2018"	"10,550"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct training in fire response activities(50px*2*1year)"	"2"	"2019"	"10,550"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct training in fire response activities(50px*2*1year)"	"3"	"2020"	"10,550"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct training in fire response activities(50px*2*1year)"	"4"	"2021"	"10,550"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct training in fire response activities(50px*2*1year)"	"5"	"2022"	"10,550"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct technical working sessions to develop MOUs , SOPs, with clear roles and responsibilities that reflect emergency health response (25persons*5*1year)"	"1"	"2018"	"8,375"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct technical working sessions to develop MOUs , SOPs, with clear roles and responsibilities that reflect emergency health response (25persons*5*1year)"	"2"	"2019"	"8,375"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct technical working sessions to develop MOUs , SOPs, with clear roles and responsibilities that reflect emergency health response (25persons*5*1year)"	"3"	"2020"	"8,375"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct technical working sessions to develop MOUs , SOPs, with clear roles and responsibilities that reflect emergency health response (25persons*5*1year)"	"4"	"2021"	"8,375"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct technical working sessions to develop MOUs , SOPs, with clear roles and responsibilities that reflect emergency health response (25persons*5*1year)"	"5"	"2022"	"8,375"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct onsite hands on trainings for relevant authorities operating at designated POEs (LIS, Port Health, LNP, Quarantine officer, DEA, Custom, ECOWAS officer etc, (50 persons x 2 days x 2 (two training over the 5 years period"	"1"	"2018"	"13,000"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct onsite hands on trainings for relevant authorities operating at designated POEs (LIS, Port Health, LNP, Quarantine officer, DEA, Custom, ECOWAS officer etc, (50 persons x 2 days x 2 (two training over the 5 years period"	"2"	"2019"	"13,000"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct onsite hands on trainings for relevant authorities operating at designated POEs (LIS, Port Health, LNP, Quarantine officer, DEA, Custom, ECOWAS officer etc, (50 persons x 2 days x 2 (two training over the 5 years period"	"3"	"2020"	"13,000"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct onsite hands on trainings for relevant authorities operating at designated POEs (LIS, Port Health, LNP, Quarantine officer, DEA, Custom, ECOWAS officer etc, (50 persons x 2 days x 2 (two training over the 5 years period"	"4"	"2021"	"13,000"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct onsite hands on trainings for relevant authorities operating at designated POEs (LIS, Port Health, LNP, Quarantine officer, DEA, Custom, ECOWAS officer etc, (50 persons x 2 days x 2 (two training over the 5 years period"	"5"	"2022"	"13,000"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct Intelligence gathering and Information Sharing at cross border (Logistics for monitoring and intelligence gathering: 6 vehicles, 600 gallons of fuel monthly * 5 years)"	"1"	"2018"	"363,000"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct technical working session for development and updating of plan and SOP (10px*3days yearly)"	"1"	"2018"	"2,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct technical working session for development and updating of plan and SOP (10px*3days yearly)"	"2"	"2019"	"2,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct technical working session for development and updating of plan and SOP (10px*3days yearly)"	"3"	"2020"	"2,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct technical working session for development and updating of plan and SOP (10px*3days yearly)"	"4"	"2021"	"2,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Conduct technical working session for development and updating of plan and SOP (10px*3days yearly)"	"5"	"2022"	"2,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Validate the LNFS response plan and SOP(10pax*2 days)"	"1"	"2018"	"1,700"	"USD (2018)"	NA
